person1 (on DL card),person2 (on camera images),person1 == person2 [actual],person1 == person2 [predicted]
Elton_John,Elton_John,True,True
Elton_John,Elton_John,True,True
Emma_Watson,Emma_Watson,True,True
Emma_Watson,Emma_Watson,True,True
Emma_Watson,Emma_Watson,True,True
Fabrice_Santoro,Fabrice_Santoro,True,False
Fabrice_Santoro,Fabrice_Santoro,True,False
Flavia_Delaroli,Flavia_Delaroli,True,True
George_Lopez,George_Lopez,True,True
George_Lopez,George_Lopez,True,True
George_Lopez,George_Lopez,True,True
George_Lopez,George_Lopez,True,True
Gerard_Depardieu,Gerard_Depardieu,True,True
Gerhard_Schroeder,Gerhard_Schroeder,True,True
Gerhard_Schroeder,Gerhard_Schroeder,True,True
Gerhard_Schroeder,Gerhard_Schroeder,True,True
Gerhard_Schroeder,Gerhard_Schroeder,True,True
Gerhard_Schroeder,Gerhard_Schroeder,True,True
Gilberto_Rodriguez_Orejuela,Gilberto_Rodriguez_Orejuela,True,False
Gilberto_Rodriguez_Orejuela,Gilberto_Rodriguez_Orejuela,True,True
Gilberto_Rodriguez_Orejuela,Gilberto_Rodriguez_Orejuela,True,True
Giuseppe_Gibilisco,Giuseppe_Gibilisco,True,True
Giuseppe_Gibilisco,Giuseppe_Gibilisco,True,True
Giuseppe_Gibilisco,Giuseppe_Gibilisco,True,True
Guillermo_Canas,Guillermo_Canas,True,True
Guillermo_Canas,Guillermo_Canas,True,True
Guillermo_Canas,Guillermo_Canas,True,True
Guillermo_Canas,Guillermo_Canas,True,True
Hans_Blix,Hans_Blix,True,False
Hans_Blix,Hans_Blix,True,True
Hans_Blix,Hans_Blix,True,True
Hans_Blix,Hans_Blix,True,False
Hans_Blix,Hans_Blix,True,True
Hans_Blix,Hans_Blix,True,False
Hans_Blix,Hans_Blix,True,True
Hans_Blix,Hans_Blix,True,False
Heath_Ledger,Heath_Ledger,True,False
Heath_Ledger,Heath_Ledger,True,True
Heath_Ledger,Heath_Ledger,True,False
Heath_Ledger,Heath_Ledger,True,False
Herta_Daeubler-Gmelin,Herta_Daeubler-Gmelin,True,True
Hilary_Duff,Hilary_Duff,True,True
Hilary_Duff,Hilary_Duff,True,True
Hosni_Mubarak,Hosni_Mubarak,True,True
Hun_Sen,Hun_Sen,True,True
Hun_Sen,Hun_Sen,True,True
Iain_Duncan_Smith,Iain_Duncan_Smith,True,True
Iain_Duncan_Smith,Iain_Duncan_Smith,True,True
Iain_Duncan_Smith,Iain_Duncan_Smith,True,True
Iain_Duncan_Smith,Iain_Duncan_Smith,True,True
Inocencio_Arias,Inocencio_Arias,True,True
JK_Rowling,JK_Rowling,True,True
JK_Rowling,JK_Rowling,True,True
JK_Rowling,JK_Rowling,True,True
JK_Rowling,JK_Rowling,True,True
Jackie_Chan,Jackie_Chan,True,True
Jackie_Chan,Jackie_Chan,True,True
Jane_Kaczmarek,Jane_Kaczmarek,True,True
Janet_Napolitano,Janet_Napolitano,True,True
Janet_Napolitano,Janet_Napolitano,True,True
Jay_Leno,Jay_Leno,True,True
Jay_Leno,Jay_Leno,True,True
Jean-David_Levitte,Jean-David_Levitte,True,True
Jean-David_Levitte,Jean-David_Levitte,True,True
Jean-David_Levitte,Jean-David_Levitte,True,True
Jean-David_Levitte,Jean-David_Levitte,True,True
Jean-David_Levitte,Jean-David_Levitte,True,True
Jeff_Van_Gundy,Jeff_Van_Gundy,True,True
Jeff_Van_Gundy,Jeff_Van_Gundy,True,True
Jeff_Van_Gundy,Jeff_Van_Gundy,True,True
Jim_Furyk,Jim_Furyk,True,True
Jim_Furyk,Jim_Furyk,True,True
John_Garamendi,John_Garamendi,True,True
John_Rigas,John_Rigas,True,True
John_Warner,John_Warner,True,False
John_Warner,John_Warner,True,True
John_Warner,John_Warner,True,True
John_Warner,John_Warner,True,True
Julia_Tymoshenko,Julia_Tymoshenko,True,False
Julia_Tymoshenko,Julia_Tymoshenko,True,True
Julia_Tymoshenko,Julia_Tymoshenko,True,True
Keith_Bogans,Keith_Bogans,True,False
Keith_Bogans,Keith_Bogans,True,True
Ken_Macha,Ken_Macha,True,True
Ken_Macha,Ken_Macha,True,False
Kenneth_Bowersox,Kenneth_Bowersox,True,True
Kenneth_Bowersox,Kenneth_Bowersox,True,True
Kenneth_Bowersox,Kenneth_Bowersox,True,True
Kristanna_Loken,Kristanna_Loken,True,True
Kristanna_Loken,Kristanna_Loken,True,True
Kristanna_Loken,Kristanna_Loken,True,True
LK_Advani,LK_Advani,True,False
LK_Advani,LK_Advani,True,False
Lauren_Killian,Lauren_Killian,True,True
Lennox_Lewis,Lennox_Lewis,True,True
Lennox_Lewis,Lennox_Lewis,True,False
Lili_Taylor,Lili_Taylor,True,False
Lily_Tomlin,Lily_Tomlin,True,True
Lon_Kruger,Lon_Kruger,True,True
Lynn_Abraham,Lynn_Abraham,True,True
Mahmoud_Abbas,Mahmoud_Abbas,True,True
Mahmoud_Abbas,Mahmoud_Abbas,True,True
Mahmoud_Abbas,Mahmoud_Abbas,True,True
Mark_Richt,Mark_Richt,True,False
Mark_Richt,Mark_Richt,True,False
Mary-Kate_Olsen,Mary-Kate_Olsen,True,True
Mary-Kate_Olsen,Mary-Kate_Olsen,True,True
Matt_Dillon,Matt_Dillon,True,False
Max_Mayfield,Max_Mayfield,True,True
Megan_Mullally,Megan_Mullally,True,True
Megan_Mullally,Megan_Mullally,True,True
Michael_Caine,Michael_Caine,True,False
Michael_Caine,Michael_Caine,True,False
Michael_Caine,Michael_Caine,True,True
Michael_J_Sheehan,Michael_J_Sheehan,True,True
Michael_Keaton,Michael_Keaton,True,True
Michael_Powell,Michael_Powell,True,False
Michael_Powell,Michael_Powell,True,False
Michael_Powell,Michael_Powell,True,False
Michael_Powell,Michael_Powell,True,True
Michael_Powell,Michael_Powell,True,True
Michael_Powell,Michael_Powell,True,False
Michael_Powell,Michael_Powell,True,False
Miguel_Contreras,Miguel_Contreras,True,True
Mike_Weir,Mike_Weir,True,True
Mike_Weir,Mike_Weir,True,False
Mikhail_Kasyanov,Mikhail_Kasyanov,True,True
Mikhail_Kasyanov,Mikhail_Kasyanov,True,True
Mikhail_Kasyanov,Mikhail_Kasyanov,True,True
Mohammed_Baqir_al-Hakim,Mohammed_Baqir_al-Hakim,True,True
Monica_Lewinsky,Monica_Lewinsky,True,True
Monica_Lewinsky,Monica_Lewinsky,True,True
Monica_Lewinsky,Monica_Lewinsky,True,True
Nan_Wang,Nan_Wang,True,True
Nan_Wang,Nan_Wang,True,True
Nan_Wang,Nan_Wang,True,True
Nancy_Demme,Nancy_Demme,True,True
Nancy_Reagan,Nancy_Reagan,True,True
Naoto_Kan,Naoto_Kan,True,True
Naoto_Kan,Naoto_Kan,True,True
Natasha_McElhone,Natasha_McElhone,True,True
Natasha_McElhone,Natasha_McElhone,True,True
Neri_Marcore,Neri_Marcore,True,True
Nicholas_Tse,Nicholas_Tse,True,False
Nicolas_Escude,Nicolas_Escude,True,True
Noelle_Bush,Noelle_Bush,True,True
Noelle_Bush,Noelle_Bush,True,True
Noelle_Bush,Noelle_Bush,True,True
Orrin_Hatch,Orrin_Hatch,True,False
Padraig_Harrington,Padraig_Harrington,True,True
Padraig_Harrington,Padraig_Harrington,True,False
Padraig_Harrington,Padraig_Harrington,True,False
Pedro_Almodovar,Pedro_Almodovar,True,True
Pedro_Almodovar,Pedro_Almodovar,True,False
Pedro_Almodovar,Pedro_Almodovar,True,True
Penelope_Ann_Miller,Penelope_Ann_Miller,True,True
Peter_Arnett,Peter_Arnett,True,True
Peter_Arnett,Peter_Arnett,True,True
Petria_Thomas,Petria_Thomas,True,True
Petro_Symonenko,Petro_Symonenko,True,True
Prince_Charles,Prince_Charles,True,True
Prince_Charles,Prince_Charles,True,True
Prince_Charles,Prince_Charles,True,True
Raoul_Ruiz,Raoul_Ruiz,True,False
Raoul_Ruiz,Raoul_Ruiz,True,True
Raoul_Ruiz,Raoul_Ruiz,True,False
Raoul_Ruiz,Raoul_Ruiz,True,True
Ricky_Ponting,Ricky_Ponting,True,False
Robert_Stack,Robert_Stack,True,True
Robin_Cook,Robin_Cook,True,True
Roger_Federer,Roger_Federer,True,False
Roger_Federer,Roger_Federer,True,False
Roger_Federer,Roger_Federer,True,True
Ronaldo_Luis_Nazario_de_Lima,Ronaldo_Luis_Nazario_de_Lima,True,True
Ronaldo_Luis_Nazario_de_Lima,Ronaldo_Luis_Nazario_de_Lima,True,True
Ronaldo_Luis_Nazario_de_Lima,Ronaldo_Luis_Nazario_de_Lima,True,True
Ronaldo_Luis_Nazario_de_Lima,Ronaldo_Luis_Nazario_de_Lima,True,True
Roy_Williams,Roy_Williams,True,True
Roy_Williams,Roy_Williams,True,True
Sally_Ride,Sally_Ride,True,True
Scott_McNealy,Scott_McNealy,True,True
Scott_Peterson,Scott_Peterson,True,True
Scott_Peterson,Scott_Peterson,True,True
Scott_Peterson,Scott_Peterson,True,True
Scott_Peterson,Scott_Peterson,True,True
Scott_Ritter,Scott_Ritter,True,True
Sean_OKeefe,Sean_OKeefe,True,True
Sean_Penn,Sean_Penn,True,True
Sean_Penn,Sean_Penn,True,True
Sebastien_Grosjean,Sebastien_Grosjean,True,True
Sebastien_Grosjean,Sebastien_Grosjean,True,True
Sharon_Stone,Sharon_Stone,True,False
Sharon_Stone,Sharon_Stone,True,False
Sharon_Stone,Sharon_Stone,True,False
Sharon_Stone,Sharon_Stone,True,False
Sharon_Stone,Sharon_Stone,True,True
Sonia_Gandhi,Sonia_Gandhi,True,True
Sonia_Gandhi,Sonia_Gandhi,True,True
Steve_Backley,Steve_Backley,True,True
Steven_Hatfill,Steven_Hatfill,True,True
Tassos_Papadopoulos,Tassos_Papadopoulos,True,True
Taufik_Hidayat,Taufik_Hidayat,True,True
Taufik_Hidayat,Taufik_Hidayat,True,True
Taufik_Hidayat,Taufik_Hidayat,True,True
Thomas_Malchow,Thomas_Malchow,True,True
Tom_Cruise,Tom_Cruise,True,True
Tom_Cruise,Tom_Cruise,True,True
Tom_Cruise,Tom_Cruise,True,True
Toni_Braxton,Toni_Braxton,True,True
Wayne_Gretzky,Wayne_Gretzky,True,True
Wayne_Gretzky,Wayne_Gretzky,True,True
William_Bulger,William_Bulger,True,True
William_Bulger,William_Bulger,True,True
Winona_Ryder,Winona_Ryder,True,True
Winona_Ryder,Winona_Ryder,True,True
Winona_Ryder,Winona_Ryder,True,True
Xanana_Gusmao,Xanana_Gusmao,True,True
Xanana_Gusmao,Xanana_Gusmao,True,False
Xanana_Gusmao,Xanana_Gusmao,True,False
Xanana_Gusmao,Xanana_Gusmao,True,False
Yann_Martel,Yann_Martel,True,True
Yashwant_Sinha,Yashwant_Sinha,True,True
Yashwant_Sinha,Yashwant_Sinha,True,True
Yashwant_Sinha,Yashwant_Sinha,True,True
Aaron_Guiel,Pascal_Rheaume,False,False
Aaron_Guiel,Steve_Zahn,False,False
Adrian_Nastase,Princess_Victoria,False,False
Ahmed_Chalabi,Rosario_Dawson,False,False
Ahmed_Ghazi,Julia_Tymoshenko,False,False
Ahmet_Demir,Wally_Szczerbiak,False,False
Ain_Seppik,Gerhard_Schroeder,False,False
Ain_Seppik,Misty_Dawn_Clymer,False,False
Ain_Seppik,Raoul_Ruiz,False,False
Ain_Seppik,Susan_Whelan,False,False
Aishwarya_Rai,Chloe_Sevigny,False,False
Aishwarya_Rai,Dinah_Turner,False,False
Aishwarya_Rai,Rosario_Dawson,False,True
Alan_Zemaitis,Lauren_Killian,False,False
Alex_Cejka,Taufik_Hidayat,False,False
Alexandre_Daigle,Brent_Coles,False,False
Ali_Bin_Hussein,Ben_Cahoon,False,True
Ali_Bin_Hussein,Oswald_Gruebel,False,True
Ali_Bin_Hussein,Raf_Vallone,False,False
Alimzhan_Tokhtakhounov,Jeane_Kirkpatrick,False,False
Alimzhan_Tokhtakhounov,Butch_Davis,False,False
Alisha_Richman,Camille_Lewis,False,False
Alisha_Richman,Katerina_Smrzova,False,True
Alisha_Richman,Miguel_Rosseto,False,False
Amelie_Mauresmo,Laura_Flessel,False,False
Amelie_Mauresmo,Bob_Colvin,False,True
Ana_Claudia_Talancon,Piers_Sellers,False,False
Andrea_Kiser,Ellen_Barkin,False,True
Andrea_Kiser,Imre_Kertasz,False,False
Andrea_Kiser,Matt_Dillon,False,False
Andrea_Kiser,Yann_Martel,False,False
Andres_DAlessandro,Leticia_Van_de_Putte,False,False
Andres_DAlessandro,Ronaldo_Luis_Nazario_de_Lima,False,True
Anette_Hosoi,Rolf_Zimmermann,False,False
Anette_Hosoi,Sheila_Taormina,False,False
Anette_Hosoi,Tora_Takagi,False,False
Angelo_Reyes,Chip_Knight,False,False
Angelo_Reyes,Oliver_Neuville,False,False
Anne_Heche,Sasha_Alexander,False,True
Anne_Heche,Tanya_Lindenmuth,False,True
Antje_Buschschulte,Jerry_Angelo,False,False
Anton_Balasingham,Matt_Siebrandt,False,False
Anton_Balasingham,Will_Ferrell,False,False
Armando_Avila_Panchame,Monica_Gabrielle,False,False
Armando_Avila_Panchame,Retief_Goosen,False,False
BJ_Habibie,Craig_MacTavish,False,True
Baz_Luhrmann,Danny_Avalon,False,True
Begum_Khaleda_Zia,Eric_Idle,False,False
Begum_Khaleda_Zia,Michael_Andretti,False,True
Begum_Khaleda_Zia,Picabo_Street,False,False
Ben_Cahoon,Nate_Blackwell,False,False
Ben_Cahoon,Roy_Williams,False,False
Ben_Curtis,Jim_Calhoun,False,True
Benicio_Del_Toro,Elizabeth_Taylor,False,True
Benicio_Del_Toro,Ismail_Khan,False,False
Benicio_Del_Toro,Tonya_Payne,False,False
Bijan_Namdar_Zangeneh,Petro_Symonenko,False,False
Billy_Graham,Karin_Pilsaeter,False,False
Billy_Graham,Piers_Sellers,False,False
Billy_Graham,Howard_Wilkinson,False,False
Bob_Colvin,Janet_Napolitano,False,True
Boris_Henry,John_Reid,False,False
Brandon_Boyd,James_Brosnahan,False,False
Brandon_Boyd,Neil_Moritz,False,False
Brent_Coles,Zoe_Ball,False,False
Brett_Hull,Gregorio_Rosal,False,False
Brett_Hull,Kirsten_Clark,False,False
Brett_Hull,Ralph_Nader,False,False
Brett_Perry,Neri_Marcore,False,False
Bruce_Willis,Carlos_Juarez,False,False
Bruce_Willis,Jim_Carrey,False,False
Bruce_Willis,Petria_Thomas,False,False
Bryant_Young,Jim_Bollman,False,False
Bryant_Young,Maurice_Cheeks,False,False
Buddy_Ryan,James_Brosnahan,False,False
Buddy_Ryan,Nancy_Reagan,False,False
Butch_Davis,Herta_Daeubler-Gmelin,False,False
Byron_Scott,Jane_Clayson,False,False
Camille_Lewis,Lincoln_Chafee,False,True
Camille_Lewis,Nathirah_Hussein,False,False
Carol_Burnett,Raf_Vallone,False,True
Carol_Niedermayer,Kristin_Scott,False,False
Catherine_Ndereba,Janet_Napolitano,False,False
Chandrika_Kumaratunga,Kevin_Satterfield,False,False
Charles_Mathews,Will_Ferrell,False,False
Charles_Mathews,Kristin_Scott,False,False
Charlie_Garner,Luo_Linquan,False,False
Charlie_Williams,Julia_Tymoshenko,False,False
Cheryl_Ford,Chris_Cookson,False,False
Chip_Knight,Ronald_Post,False,False
Chloe_Sevigny,Emyr_Jones_Parry,False,False
Chloe_Sevigny,Petria_Thomas,False,False
Chris_Cornell,Desmon_Farmer,False,False
Christine_Ebersole,Paul_Walker,False,False
Christoph_Daum,Scott_Hubbard,False,False
Christopher_Conyers,Michael_Milton,False,False
Christopher_Conyers,Raoul_Ruiz,False,False
Chuck_Bednarik,Mario_Jardel,False,False
Cindy_Zagorski,Rosie_Perez,False,True
Claudia_Schiffer,Lynn_Abraham,False,False
Claudia_Schiffer,Lin_Yung_Hsi,False,False
Colin_Cowie,Mstislav_Rostropovich,False,False
Condoleezza_Rice,Mehmet_Okur,False,False
Condoleezza_Rice,Ryan_Nyquist,False,False
Costas_Simitis,Lorraine_Fenton,False,False
Craig_MacTavish,Vince_Dooley,False,False
Cristina_Saralegui,Dave_Robertson,False,False
Cruz_Bustamante,Dean_Barkley,False,True
Cyndi_Thompson,Nicolas_Escude,False,False
Cyndi_Thompson,Owen_Nolan,False,False
Dalia_Rabin-Pelosoff,Sean_Combs,False,False
Daniel_Darnell,Malcolm_Jamal_Warner,False,False
Danny_Avalon,Sean_Penn,False,True
David_Blaine,Nicholas_Tse,False,False
David_Blaine,Ramon_Delgado,False,False
David_Heymann,Norm_Macdonald,False,True
David_Surrett,Michael_Taylor,False,False
David_Tornberg,Ricky_Ponting,False,False
Deece_Eckstein,Diana_Munz,False,True
Deece_Eckstein,Tommy_Lewis,False,False
Denis_Coderre,Don_Siegelman,False,False
Denis_Coderre,John_Eder,False,True
Desmon_Farmer,Lin_Yung_Hsi,False,False
Diana_Krall,Ramon_Delgado,False,False
Dick_Armey,Mehmet_Okur,False,False
Dinah_Turner,Mekhi_Phifer,False,False
Dinah_Turner,Tammy_Helm,False,False
Don_Boudria,Roy_Chaderton,False,True
Don_Boudria,Sananda_Maitreya,False,False
Don_Matthews,Kirsten_Clark,False,False
Don_Matthews,Pa_Kou_Hang,False,False
Don_Matthews,Peter_Arnett,False,False
Don_Siegelman,Elizabeth_Taylor,False,False
Donald_Pettit,Edward_James_Olmos,False,False
Doug_Collins,Kristanna_Loken,False,True
Dyana_Calub,Ronald_Post,False,False
Earl_Counter,Joe_Friedberg,False,False
Edward_Albee,Nicola_Bono,False,True
Edward_Belvin,Jacqueline_Gold,False,False
Edward_James_Olmos,Mariano_Zabaleta,False,True
Elin_Nordegren,George_Brumley_III,False,False
Elin_Nordegren,Samantha_Daniels,False,False
Elin_Nordegren,Leszek_Miller,False,False
Elisabeth_Welch,Piers_Sellers,False,False
Elizabeth_Taylor,Olympia_Dukakis,False,True
Ellen_DeGeneres,Lorraine_Fenton,False,False
Elva_Hsiao,Samantha_Daniels,False,True
Emma_Watson,Henry_Hyde,False,False
Emyr_Jones_Parry,Sally_Clark,False,False
Eric_Ryan_Donnelly,Iain_Duncan_Smith,False,False
Ernesto_Zedillo,Lenny_Kravitz,False,False
Ernesto_Zedillo,Megan_Mullally,False,False
Erwin_Mapasseng,Hilary_Duff,False,True
Evelyn_Lauder,Nathan_Powell,False,False
Fernando_Hierro,Prince_Charles,False,False
Flavia_Delaroli,John_Warner,False,False
Flavia_Delaroli,Vanessa_Laine,False,True
Fran_Drescher,Warren_Truss,False,False
Fran_Drescher,Jay_Leno,False,False
Frank_Murkowski,James_Brosnahan,False,True
Frank_Stallone,Tommy_Lewis,False,False
Frank_Stallone,Toni_Braxton,False,True
Gary_Coleman,Koichi_Tanaka,False,False
Gary_Coleman,Uri_Lopolianski,False,False
Gary_Sayler,Ralph_Sampson,False,False
George_Brumley_III,Will_Ferrell,False,False
George_Lopez,Iain_Duncan_Smith,False,False
Georgina_Bardach,Henry_Hilow,False,False
Gilberto_Rodriguez_Orejuela,Lennox_Lewis,False,False
Gilberto_Rodriguez_Orejuela,Nancy_Demme,False,False
Gordon_Lightfoot,Lima_Azimi,False,False
Gordon_Lightfoot,Robert_Nardelli,False,True
Gracia_Burnham,Jim_Calhoun,False,False
Gregorio_Rosal,Richard_Greenberg,False,False
Guenter_Verheugen,Kaspar_Villiger,False,False
Guillermo_Canas,Tim_Duncan,False,False
Guillermo_Canas,Michalis_Chrisohoides,False,True
Hal_McCoy,Rudolph_Holton,False,False
Hank_Aaron,Steve_Valentine,False,True
Hans_Eichel,Jimmy_Iovine,False,False
Hashan_Tillakaratne,John_Warner,False,False
Heath_Ledger,Melissa_Stark,False,False
Henry_Hilow,Monica_Gabrielle,False,False
Herta_Daeubler-Gmelin,Koichi_Tanaka,False,False
Hilary_Duff,Luther_Htu,False,False
Hun_Sen,John_Rigas,False,False
Idi_Amin,Stephen_Silas,False,False
Isabel_Orellana,Spike_Helmick,False,False
Ismael_Miranda,Janela_Jara,False,False
Ismael_Miranda,Peter_Greenspun,False,False
Ismail_Khan,Malcolm_Jamal_Warner,False,False
JK_Rowling,Sasha_Alexander,False,True
Jackie_Chan,Jennifer_Gratz,False,False
Jacqueline_Edwards,Meg_Wakeman,False,False
Jacqueline_Edwards,Noor_Mohammed,False,False
James_Baker,Mike_Tice,False,False
James_Harris,Keith_Bogans,False,False
James_Layug,Ralph_Sampson,False,False
Jane_Clayson,Rene_Antonio_Leon_Rodriguez,False,False
Jane_Kaczmarek,Morris_Watts,False,False
Jane_Russell,Martin_ONeill,False,False
Janela_Jara,Kirsten_Clark,False,False
Janela_Jara,Pa_Kou_Hang,False,False
Janela_Jara,Ricky_Cottrill,False,False
Janet_Napolitano,Laurie_Laychak,False,True
Javier_Camara,Nate_Blackwell,False,False
Jeane_Kirkpatrick,Jeff_Van_Gundy,False,False
Jeane_Kirkpatrick,Richard_Greenberg,False,True
Jeff_Van_Gundy,Richard_Naughton,False,True
Jeffrey_Katzenberg,Susan_Whelan,False,False
Jennette_Bradley,Tammy_Helm,False,False
Jim_Furyk,Linn_Thornton,False,False
John_Eastman,Ricky_Ponting,False,False
John_F_Kennedy_Jr,Nathan_Powell,False,True
John_Garamendi,Petro_Symonenko,False,True
John_Madden,Sara_Silverman,False,False
Jose_Luis_Rodriguez_Zapatero,Rene_Antonio_Leon_Rodriguez,False,True
Jose_Luis_Rodriguez_Zapatero,Steve_Lenard,False,False
Jose_Santos,Michael_Boyce,False,True
Joseph_Kabila,Rose_Linkins,False,False
Juan_Francisco_Palencia,Kristanna_Loken,False,True
Juan_Francisco_Palencia,Warren_Truss,False,False
Juan_Roman_Riquelme,Ralph_Sampson,False,True
Julia_Tymoshenko,Luis_Sanchez,False,False
Karin_Pilsaeter,Mike_Flanagan,False,False
Karin_Pilsaeter,Petria_Thomas,False,True
Keith_Bogans,Martin_ONeill,False,False
Kelly_Leigh,Spike_Helmick,False,False
Ken_Macha,Tommy_Lewis,False,False
Kenneth_Carlsen,Robin_Cook,False,False
Kevin_Borseth,Michael_Caine,False,False
Koichi_Tanaka,Ricardo_Lopez_Murphy,False,False
Kristin_Scott,Max_Mayfield,False,False
Laura_Flessel,Owen_Nolan,False,False
Lauren_Killian,Tommy_Lewis,False,False
Laurie_Laychak,Pa_Kou_Hang,False,False
Lawrence_Di_Rita,Mekhi_Phifer,False,True
Lennox_Lewis,Monte_Kiffin,False,False
Leon_Lai,Monica_Lewinsky,False,False
Leon_Lai,Sun_Myung_Moon,False,False
Lily_Tomlin,Marcos_Daniel_Jimenez,False,False
Lily_Tomlin,Sim_Yong,False,True
Linn_Thornton,Sherri_Coale,False,False
Linn_Thornton,Tom_Cruise,False,False
Lloyd_Mudiwa,Sebastien_Grosjean,False,True
Lois_Smart,Tavis_Smiley,False,True
Luis_Sanchez,Petro_Symonenko,False,True
Luo_Linquan,Martin_ONeill,False,False
Luther_Htu,Steve_Karsay,False,False
Lynn_Abraham,Michael_Keaton,False,False
Lynn_Abraham,Mariano_Zabaleta,False,False
Mark_Richt,Wilton_Gregory,False,False
Martha_Smith,Ray_Sherman,False,False
Martin_ONeill,Mike_Weir,False,False
Mary-Kate_Olsen,Sim_Yong,False,False
Matt_Siebrandt,Rodney_Dangerfield,False,False
Maurice_Cheeks,Steve_Austin,False,False
Mehmet_Okur,Randy_Travis,False,False
Michael_McNeely,Sean_Combs,False,False
Michael_Milton,Wilfredo_Moreno,False,False
Michael_Powell,Scott_Weiland,False,False
Miguel_Rosseto,Pascal_Rheaume,False,False
Miguel_Rosseto,Ricky_Ponting,False,False
Mike_Flanagan,Mohammed_Baqir_al-Hakim,False,False
Mike_Tice,Patti_Smith,False,False
Mohammed_Baqir_al-Hakim,Tatyana_Tomashova,False,False
Mufti_Mohammad_Syed,Raoul_Ruiz,False,False
Nancy_Demme,Roger_Mahony,False,True
Nancy_Reagan,Rafael_Bielsa,False,False
Natasha_McElhone,Robert_Nardelli,False,False
Nathirah_Hussein,Susan_Whelan,False,True
Neil_Moritz,Roy_Williams,False,False
Neil_Moritz,Xanana_Gusmao,False,False
Nelson_Shanks,Pedro_Martinez,False,False
Nelson_Shanks,Ren_Qingjin,False,False
Noor_Mohammed,Scott_Weiland,False,False
Oswald_Gruebel,Richard_Penniman,False,False
Parthiv_Patel,Tonya_Payne,False,False
Pauley_Perrette,Roy_Williams,False,False
Peter_Arnett,Rodney_Dangerfield,False,False
Peter_Greenspun,Rod_Thorn,False,False
Peter_Harvey,Warren_Truss,False,False
Raja_Ramani,Richard_Greenberg,False,False
Raja_Ramani,Will_Young,False,False
Ralph_Sampson,Samantha_Daniels,False,False
Raoul_Ruiz,Tirunesh_Dibaba,False,True
Ren_Qingjin,Wilton_Gregory,False,False
Ricardo_Lopez_Murphy,Roberto_Robaina,False,False
Ricky_Ponting,Ronaldo_Luis_Nazario_de_Lima,False,False
Robin_Cook,Wilton_Gregory,False,False
Roger_Federer,Steve_Backley,False,False
Ronald_Post,Steve_Karsay,False,False
Ryan_Nyquist,Winona_Ryder,False,False
Sally_Clark,Scott_Ritter,False,False
Samantha_Daniels,Taufik_Hidayat,False,False
Sherri_Coale,Troy_Garity,False,False
Steve_Valentine,Toni_Braxton,False,False
Tammy_Helm,Tom_Smothers,False,False
Tanya_Lindenmuth,Tora_Takagi,False,True
Toni_Braxton,Yann_Martel,False,False
Adam_Scott,Adam_Scott,True,False
Ahmad_Masood,Ahmad_Masood,True,False
Alan_Mulally,Alan_Mulally,True,True
Alexander_Rumyantsev,Alexander_Rumyantsev,True,True
Ali_Abbas,Ali_Abbas,True,True
Amanda_Bynes,Amanda_Bynes,True,True
Amanda_Bynes,Amanda_Bynes,True,False
Amanda_Bynes,Amanda_Bynes,True,False
Amanda_Bynes,Amanda_Bynes,True,False
Andrei_Mikhnevich,Andrei_Mikhnevich,True,True
Angela_Merkel,Angela_Merkel,True,True
Angela_Merkel,Angela_Merkel,True,True
Angelina_Jolie,Angelina_Jolie,True,True
Angelina_Jolie,Angelina_Jolie,True,False
Angelina_Jolie,Angelina_Jolie,True,False
Angelina_Jolie,Angelina_Jolie,True,True
Angelina_Jolie,Angelina_Jolie,True,False
Anthony_LaPaglia,Anthony_LaPaglia,True,True
Arlen_Specter,Arlen_Specter,True,True
Atal_Bihari_Vajpayee,Atal_Bihari_Vajpayee,True,True
Barry_Alvarez,Barry_Alvarez,True,True
Bill_Belichick,Bill_Belichick,True,True
Bill_Sizemore,Bill_Sizemore,True,True
Boris_Yeltsin,Boris_Yeltsin,True,True
Britney_Spears,Britney_Spears,True,True
Bruce_Van_De_Velde,Bruce_Van_De_Velde,True,True
Camilla_Parker_Bowles,Camilla_Parker_Bowles,True,True
Carolina_Kluft,Carolina_Kluft,True,True
Carson_Palmer,Carson_Palmer,True,True
Carson_Palmer,Carson_Palmer,True,True
Catherine_Deneuve,Catherine_Deneuve,True,True
Catherine_Deneuve,Catherine_Deneuve,True,True
Catherine_Deneuve,Catherine_Deneuve,True,True
Cesar_Maia,Cesar_Maia,True,False
Charles_Moose,Charles_Moose,True,False
Chen_Liang_Yu,Chen_Liang_Yu,True,True
Choi_Sung-hong,Choi_Sung-hong,True,True
Choi_Sung-hong,Choi_Sung-hong,True,True
Choi_Sung-hong,Choi_Sung-hong,True,True
Christina_Aguilera,Christina_Aguilera,True,False
Christina_Aguilera,Christina_Aguilera,True,True
Christina_Aguilera,Christina_Aguilera,True,True
Clara_Harris,Clara_Harris,True,True
Clara_Harris,Clara_Harris,True,True
Coretta_Scott_King,Coretta_Scott_King,True,True
Coretta_Scott_King,Coretta_Scott_King,True,True
Coretta_Scott_King,Coretta_Scott_King,True,True
Courtney_Love,Courtney_Love,True,True
Daniel_Day-Lewis,Daniel_Day-Lewis,True,True
Daniel_Day-Lewis,Daniel_Day-Lewis,True,True
Daniela_Hantuchova,Daniela_Hantuchova,True,True
Debra_Messing,Debra_Messing,True,True
Dennis_Kucinich,Dennis_Kucinich,True,True
